system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,EC_br,MNDWI,MSK_CLASSI_CIRRUS,MSK_CLASSI_OPAQUE,MSK_CLASSI_SNOW_ICE,MSK_CLDPRB,MSK_SNWPRB,NDWI,QA10,QA20,QA60,SAR_br,SCL,TCI_B,TCI_G,TCI_R,TDS_br,WVP,id,pH_br,.geo
119_0,0.0272,0.0274,0.1462,0.0731,0.0292,0.0576,0.0424,0.0882,0.2469,0.2984,0.2382,0.3062,0.3479,0.9377231710150831,-0.43473995,0.0,0.0,0.0,0.0,0.0,-0.61054766,0.0,0.0,0.0,38.62649636632386,4.0E-4,0.0029,0.0058,0.0045,316.9430364666589,0.2441,KESEM,8.243870694411958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.045682640414704,9.19807477292081]}"
120_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
121_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
122_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
123_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
124_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
125_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
126_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,KESEM,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
127_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,KESEM,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
128_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,KESEM,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
129_0,0.0251,0.0166,0.0194,0.0173,0.0191,0.0343,0.0269,0.0318,0.0144,0.0179,0.0146,0.0135,0.047,2.1919224306900986,0.2774674,0.0,0.0,0.0,0.0,0.0,0.40286297,0.0,0.0,0.0,308.22566425292325,7.0E-4,0.0021,0.0035,0.0028,1358.2114296055288,0.1709,Beseka  out  gate,7.398712365622435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.91776254395609,8.888605157541635]}"
130_0,0.0251,0.0166,0.0194,0.0173,0.0191,0.0343,0.0269,0.0318,0.0144,0.0179,0.0146,0.0135,0.047,2.1919224306900986,0.2774674,0.0,0.0,0.0,0.0,0.0,0.40286297,0.0,0.0,0.0,308.22566425292325,7.0E-4,0.0021,0.0035,0.0028,1358.2114296055288,0.1709,Beseka  out  gate,7.398712365622435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.91776254395609,8.888605157541635]}"
131_0,0.0251,0.0166,0.0194,0.0173,0.0191,0.0343,0.0269,0.0318,0.0144,0.0179,0.0146,0.0135,0.047,2.1919224306900986,0.2774674,0.0,0.0,0.0,0.0,0.0,0.40286297,0.0,0.0,0.0,308.22566425292325,7.0E-4,0.0021,0.0035,0.0028,1358.2114296055288,0.1709,Beseka  out  gate,7.398712365622435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.91776254395609,8.888605157541635]}"
132_0,0.0266,0.0108,0.0142,0.0129,0.014,0.0246,0.0181,0.0225,0.0123,0.0141,0.0119,0.0133,0.0043,2.6931075350789353,0.26804122,0.0,0.0,0.0,0.0,0.0,0.34794518,0.0,0.0,0.0,339.1519128948588,6.0E-4,0.0016,0.0026,0.0018,1662.8652980267907,0.1734,Beseka  middle,7.588445375975698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.907162423603474,8.897318815797595]}"
133_0,0.0266,0.0108,0.0142,0.0129,0.014,0.0246,0.0181,0.0225,0.0123,0.0141,0.0119,0.0133,0.0043,2.6931075350789353,0.26804122,0.0,0.0,0.0,0.0,0.0,0.34794518,0.0,0.0,0.0,339.1519128948588,6.0E-4,0.0016,0.0026,0.0018,1662.8652980267907,0.1734,Beseka  middle,7.588445375975698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.907162423603474,8.897318815797595]}"
134_0,0.0266,0.0108,0.0142,0.0129,0.014,0.0246,0.0181,0.0225,0.0123,0.0141,0.0119,0.0133,0.0043,2.6931075350789353,0.26804122,0.0,0.0,0.0,0.0,0.0,0.34794518,0.0,0.0,0.0,339.1519128948588,6.0E-4,0.0016,0.0026,0.0018,1662.8652980267907,0.1734,Beseka  middle,7.588445375975698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.907162423603474,8.897318815797595]}"
135_0,0.0266,0.0047,0.0141,0.0143,0.0109,0.0188,0.0162,0.0212,0.0074,0.0087,0.0075,0.0089,0.0,2.9431899487834423,0.14285712,0.0,0.0,0.0,0.0,0.0,0.4296578,0.0,0.0,0.0,364.64929151955533,6.0E-4,0.00125,0.0019,0.0017,1740.608550364703,0.1734,Beseka  uper,7.820746662558913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.89773011312022,8.905762979468317]}"
136_0,0.0266,0.0047,0.0141,0.0143,0.0109,0.0188,0.0162,0.0212,0.0074,0.0087,0.0075,0.0089,0.0,2.9431899487834423,0.14285712,0.0,0.0,0.0,0.0,0.0,0.4296578,0.0,0.0,0.0,364.64929151955533,6.0E-4,0.00125,0.0019,0.0017,1740.608550364703,0.1734,Beseka  uper,7.820746662558913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.89773011312022,8.905762979468317]}"
137_0,0.0266,0.0047,0.0141,0.0143,0.0109,0.0188,0.0162,0.0212,0.0074,0.0087,0.0075,0.0089,0.0,2.9431899487834423,0.14285712,0.0,0.0,0.0,0.0,0.0,0.4296578,0.0,0.0,0.0,364.64929151955533,6.0E-4,0.00125,0.0019,0.0017,1740.608550364703,0.1734,Beseka  uper,7.820746662558913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.89773011312022,8.905762979468317]}"
138_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
139_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
140_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
141_0,0.0272,0.043,0.0919,0.0691,0.0611,0.0767,0.0769,0.0985,0.0967,0.1046,0.0844,0.1008,0.2459,0.590510383874923,-0.09015419,0.0,0.0,0.0,0.0,0.0,-0.047796376,0.0,0.0,0.0,36.550418218976574,7.0E-4,0.0064,0.0078,0.0079,361.52730140462563,0.2164,KEBENA,7.917661114086047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.0486470808523,9.251614363854333]}"
142_0,0.0272,0.043,0.0919,0.0691,0.0611,0.0767,0.0769,0.0985,0.0967,0.1046,0.0844,0.1008,0.2459,0.590510383874923,-0.09015419,0.0,0.0,0.0,0.0,0.0,-0.047796376,0.0,0.0,0.0,36.550418218976574,7.0E-4,0.0064,0.0078,0.0079,361.52730140462563,0.2164,KEBENA,7.917661114086047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.0486470808523,9.251614363854333]}"
143_0,0.0272,0.043,0.0919,0.0691,0.0611,0.0767,0.0769,0.0985,0.0967,0.1046,0.0844,0.1008,0.2459,0.590510383874923,-0.09015419,0.0,0.0,0.0,0.0,0.0,-0.047796376,0.0,0.0,0.0,36.550418218976574,7.0E-4,0.0064,0.0078,0.0079,361.52730140462563,0.2164,KEBENA,7.917661114086047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.0486470808523,9.251614363854333]}"
144_0,0.0261,0.0335,0.1309,0.0687,0.033,0.0625,0.0483,0.1059,0.2455,0.3183,0.4036,0.3177,0.3305,0.24326834269464115,-0.35367113,0.0,0.0,0.0,2.0E-4,0.0,-0.7318172,0.0,0.0,0.0,24.237357727709423,4.0E-4,0.0034,0.0064,0.005,258.7956599525605,0.2651,WEIR SITE,8.270356540660787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.119164830655684,9.206518936591534]}"
145_0,0.0261,0.0335,0.1309,0.0687,0.033,0.0625,0.0483,0.1059,0.2455,0.3183,0.4036,0.3177,0.3305,0.24326834269464115,-0.35367113,0.0,0.0,0.0,2.0E-4,0.0,-0.7318172,0.0,0.0,0.0,24.237357727709423,4.0E-4,0.0034,0.0064,0.005,258.7956599525605,0.2651,WEIR SITE,8.270356540660787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.119164830655684,9.206518936591534]}"
146_0,0.0261,0.0335,0.1309,0.0687,0.033,0.0625,0.0483,0.1059,0.2455,0.3183,0.4036,0.3177,0.3305,0.24326834269464115,-0.35367113,0.0,0.0,0.0,2.0E-4,0.0,-0.7318172,0.0,0.0,0.0,24.237357727709423,4.0E-4,0.0034,0.0064,0.005,258.7956599525605,0.2651,WEIR SITE,8.270356540660787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.119164830655684,9.206518936591534]}"
147_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
148_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
149_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
150_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,WARC,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
151_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,WARC,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
152_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,WARC,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
153_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,KESEM,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
154_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,KESEM,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
155_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,KESEM,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
156_0,0.0251,0.0166,0.0194,0.0173,0.0191,0.0343,0.0269,0.0318,0.0144,0.0179,0.0146,0.0135,0.047,2.1919224306900986,0.2774674,0.0,0.0,0.0,0.0,0.0,0.40286297,0.0,0.0,0.0,308.22566425292325,7.0E-4,0.0021,0.0035,0.0028,1358.2114296055288,0.1709,Beseka  out  gate,7.398712365622435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.91776254395609,8.888605157541635]}"
157_0,0.0251,0.0166,0.0194,0.0173,0.0191,0.0343,0.0269,0.0318,0.0144,0.0179,0.0146,0.0135,0.047,2.1919224306900986,0.2774674,0.0,0.0,0.0,0.0,0.0,0.40286297,0.0,0.0,0.0,308.22566425292325,7.0E-4,0.0021,0.0035,0.0028,1358.2114296055288,0.1709,Beseka  out  gate,7.398712365622435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.91776254395609,8.888605157541635]}"
158_0,0.0251,0.0166,0.0194,0.0173,0.0191,0.0343,0.0269,0.0318,0.0144,0.0179,0.0146,0.0135,0.047,2.1919224306900986,0.2774674,0.0,0.0,0.0,0.0,0.0,0.40286297,0.0,0.0,0.0,308.22566425292325,7.0E-4,0.0021,0.0035,0.0028,1358.2114296055288,0.1709,Beseka  out  gate,7.398712365622435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.91776254395609,8.888605157541635]}"
159_0,0.0266,0.0108,0.0142,0.0129,0.014,0.0246,0.0181,0.0225,0.0123,0.0141,0.0119,0.0133,0.0043,2.6931075350789353,0.26804122,0.0,0.0,0.0,0.0,0.0,0.34794518,0.0,0.0,0.0,339.1519128948588,6.0E-4,0.0016,0.0026,0.0018,1662.8652980267907,0.1734,Beseka  middle,7.588445375975698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.907162423603474,8.897318815797595]}"
160_0,0.0266,0.0108,0.0142,0.0129,0.014,0.0246,0.0181,0.0225,0.0123,0.0141,0.0119,0.0133,0.0043,2.6931075350789353,0.26804122,0.0,0.0,0.0,0.0,0.0,0.34794518,0.0,0.0,0.0,339.1519128948588,6.0E-4,0.0016,0.0026,0.0018,1662.8652980267907,0.1734,Beseka  middle,7.588445375975698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.907162423603474,8.897318815797595]}"
161_0,0.0266,0.0108,0.0142,0.0129,0.014,0.0246,0.0181,0.0225,0.0123,0.0141,0.0119,0.0133,0.0043,2.6931075350789353,0.26804122,0.0,0.0,0.0,0.0,0.0,0.34794518,0.0,0.0,0.0,339.1519128948588,6.0E-4,0.0016,0.0026,0.0018,1662.8652980267907,0.1734,Beseka  middle,7.588445375975698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.907162423603474,8.897318815797595]}"
162_0,0.0266,0.0047,0.0141,0.0143,0.0109,0.0188,0.0162,0.0212,0.0074,0.0087,0.0075,0.0089,0.0,2.9431899487834423,0.14285712,0.0,0.0,0.0,0.0,0.0,0.4296578,0.0,0.0,0.0,364.64929151955533,6.0E-4,0.00125,0.0019,0.0017,1740.608550364703,0.1734,Beseka  uper,7.820746662558913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.89773011312022,8.905762979468317]}"
163_0,0.0266,0.0047,0.0141,0.0143,0.0109,0.0188,0.0162,0.0212,0.0074,0.0087,0.0075,0.0089,0.0,2.9431899487834423,0.14285712,0.0,0.0,0.0,0.0,0.0,0.4296578,0.0,0.0,0.0,364.64929151955533,6.0E-4,0.00125,0.0019,0.0017,1740.608550364703,0.1734,Beseka  uper,7.820746662558913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.89773011312022,8.905762979468317]}"
164_0,0.0266,0.0047,0.0141,0.0143,0.0109,0.0188,0.0162,0.0212,0.0074,0.0087,0.0075,0.0089,0.0,2.9431899487834423,0.14285712,0.0,0.0,0.0,0.0,0.0,0.4296578,0.0,0.0,0.0,364.64929151955533,6.0E-4,0.00125,0.0019,0.0017,1740.608550364703,0.1734,Beseka  uper,7.820746662558913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[39.89773011312022,8.905762979468317]}"
165_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
166_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
167_0,0.0282,0.0323,0.1215,0.0907,0.0257,0.0414,0.053,0.0882,0.1331,0.1517,0.0875,0.1554,0.2188,1.8376246618360286,-0.4917127,0.0,0.0,0.0,0.0,0.0,-0.35764158,0.0,0.0,0.0,126.1477263577242,5.0E-4,0.00265,0.0043,0.0054,1248.1351432878441,0.2497,DEHOSPPRING,8.033718859999842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.08350171387614,9.166454074919804]}"
168_0,0.0272,0.043,0.0919,0.0691,0.0611,0.0767,0.0769,0.0985,0.0967,0.1046,0.0844,0.1008,0.2459,0.590510383874923,-0.09015419,0.0,0.0,0.0,0.0,0.0,-0.047796376,0.0,0.0,0.0,36.550418218976574,7.0E-4,0.0064,0.0078,0.0079,361.52730140462563,0.2164,KEBENA,7.917661114086047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.0486470808523,9.251614363854333]}"
169_0,0.0272,0.043,0.0919,0.0691,0.0611,0.0767,0.0769,0.0985,0.0967,0.1046,0.0844,0.1008,0.2459,0.590510383874923,-0.09015419,0.0,0.0,0.0,0.0,0.0,-0.047796376,0.0,0.0,0.0,36.550418218976574,7.0E-4,0.0064,0.0078,0.0079,361.52730140462563,0.2164,KEBENA,7.917661114086047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.0486470808523,9.251614363854333]}"
170_0,0.0272,0.043,0.0919,0.0691,0.0611,0.0767,0.0769,0.0985,0.0967,0.1046,0.0844,0.1008,0.2459,0.590510383874923,-0.09015419,0.0,0.0,0.0,0.0,0.0,-0.047796376,0.0,0.0,0.0,36.550418218976574,7.0E-4,0.0064,0.0078,0.0079,361.52730140462563,0.2164,KEBENA,7.917661114086047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.0486470808523,9.251614363854333]}"
171_0,0.0261,0.0335,0.1309,0.0687,0.033,0.0625,0.0483,0.1059,0.2455,0.3183,0.4036,0.3177,0.3305,0.24326834269464115,-0.35367113,0.0,0.0,0.0,2.0E-4,0.0,-0.7318172,0.0,0.0,0.0,24.237357727709423,4.0E-4,0.0034,0.0064,0.005,258.7956599525605,0.2651,WEIR SITE,8.270356540660787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.119164830655684,9.206518936591534]}"
172_0,0.0261,0.0335,0.1309,0.0687,0.033,0.0625,0.0483,0.1059,0.2455,0.3183,0.4036,0.3177,0.3305,0.24326834269464115,-0.35367113,0.0,0.0,0.0,2.0E-4,0.0,-0.7318172,0.0,0.0,0.0,24.237357727709423,4.0E-4,0.0034,0.0064,0.005,258.7956599525605,0.2651,WEIR SITE,8.270356540660787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.119164830655684,9.206518936591534]}"
173_0,0.0261,0.0335,0.1309,0.0687,0.033,0.0625,0.0483,0.1059,0.2455,0.3183,0.4036,0.3177,0.3305,0.24326834269464115,-0.35367113,0.0,0.0,0.0,2.0E-4,0.0,-0.7318172,0.0,0.0,0.0,24.237357727709423,4.0E-4,0.0034,0.0064,0.005,258.7956599525605,0.2651,WEIR SITE,8.270356540660787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.119164830655684,9.206518936591534]}"
174_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
175_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
176_0,0.0266,0.0413,0.0616,0.0485,0.0625,0.091,0.11,0.1181,0.1177,0.1307,0.123,0.1328,0.1436,0.3776300297960624,0.19266054,0.0,0.0,0.0,0.0,0.0,-0.14953274,0.0,0.0,0.0,57.07671420226484,5.0E-4,0.0064,0.0094,0.0112,135.3737274890451,0.1837,AWASHRIVER@ADDIS RAI,8.061316276168423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.12545303764452,9.18891195702279]}"
177_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,WARC,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
178_0,0.0266,0.0381,0.0826,0.0664,0.0477,0.0698,0.0888,0.1076,0.1085,0.1225,0.1086,0.1175,0.1699,0.6493086531348524,-0.08398951,0.0,0.0,0.0,0.0,0.0,-0.2174888,0.0,0.0,0.0,30.99356954920222,5.0E-4,0.0049,0.0072,0.009,598.1061803686791,0.2206,WARC,8.048864632106994,"{""geodesic"":false,""type"":""Point"",""coordinates"":[40.17225526394715,9.33515768527745]}"
