Station,Latitude,Longitude,Dates,TDS,EC,pH,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MNDWI,NDWI,SI1,SI2,SI3,SI4,SI5,SI6
WARC,9.335145,40.172296,27/06/2023,0.123950286,0.123950286,0.388888889,0.2779335,0.38035706,0.32715955,0.28008178,0.2839126,0.30828798,0.3168039,0.34661892,0.36901897,0.35360602,0.38541883,0.18467268,-0.14518872,-0.10931981,0.767052643,0.750995591,0.419103617,0.548347568,0.08752684,0.453479413
WARC,9.335145,40.172296,27/06/2023,0.12529392,0.12529392,0.548148148,0.2779335,0.38035706,0.32715955,0.28008178,0.2839126,0.30828798,0.3168039,0.34661892,0.36901897,0.35360602,0.38541883,0.18467268,-0.14518872,-0.10931981,0.767052643,0.750995591,0.419103617,0.548347568,0.08752684,0.453479413
WARC,9.335145,40.172296,27/06/2023,0.126637555,0.126637555,0.414814815,0.2779335,0.38035706,0.32715955,0.28008178,0.2839126,0.30828798,0.3168039,0.34661892,0.36901897,0.35360602,0.38541883,0.18467268,-0.14518872,-0.10931981,0.767052643,0.750995591,0.419103617,0.548347568,0.08752684,0.453479413
WEIR SITE,9.206525,40.119202,27/06/2023,0.119583473,0.119583473,0.42962963,0.27619192,0.3818805,0.3266996,0.2783132,0.28126514,0.303073,0.31341556,0.34778568,0.37147593,0.35688436,0.38901553,0.18691847,-0.15172437,-0.118497655,0.762486838,0.748049684,0.413477104,0.546195718,0.085243866,0.454396881
WEIR SITE,9.206525,40.119202,27/06/2023,0.121934834,0.121934834,0.518518519,0.27619192,0.3818805,0.3266996,0.2783132,0.28126514,0.303073,0.31341556,0.34778568,0.37147593,0.35688436,0.38901553,0.18691847,-0.15172437,-0.118497655,0.762486838,0.748049684,0.413477104,0.546195718,0.085243866,0.454396881
WEIR SITE,9.206525,40.119202,27/06/2023,0.120591199,0.120591199,0.540740741,0.27619192,0.3818805,0.3266996,0.2783132,0.28126514,0.303073,0.31341556,0.34778568,0.37147593,0.35688436,0.38901553,0.18691847,-0.15172437,-0.118497655,0.762486838,0.748049684,0.413477104,0.546195718,0.085243866,0.454396881
KEBENA,9.251618,40.048613,27/06/2023,0.029224051,0.029224051,0.57037037,0.27910283,0.3879617,0.3306379,0.28342524,0.28564948,0.3064957,0.31812295,0.3541358,0.3781779,0.36396042,0.39633632,0.19321476,-0.15188615,-0.120550714,0.768063108,0.754370413,0.418969255,0.554979657,0.087550335,0.462669221
KEBENA,9.251618,40.048613,27/06/2023,0.027208599,0.027208599,0.577777778,0.27910283,0.3879617,0.3306379,0.28342524,0.28564948,0.3064957,0.31812295,0.3541358,0.3781779,0.36396042,0.39633632,0.19321476,-0.15188615,-0.120550714,0.768063108,0.754370413,0.418969255,0.554979657,0.087550335,0.462669221
KEBENA,9.251618,40.048613,27/06/2023,0.027208599,0.027208599,0.537037037,0.27910283,0.3879617,0.3306379,0.28342524,0.28564948,0.3064957,0.31812295,0.3541358,0.3781779,0.36396042,0.39633632,0.19321476,-0.15188615,-0.120550714,0.768063108,0.754370413,0.418969255,0.554979657,0.087550335,0.462669221
KESEM,9.198116,40.045662,27/06/2023,0.11555257,0.11555257,0.262962963,0.27736664,0.38651967,0.3290917,0.28092226,0.2830242,0.30311355,0.31507316,0.35245052,0.37691805,0.36291987,0.39534655,0.19200471,-0.1545761,-0.12368823,0.764222359,0.750963685,0.414705338,0.551081979,0.085788466,0.460232032
KESEM,9.198116,40.045662,27/06/2023,0.105139402,0.105139402,0.459259259,0.27736664,0.38651967,0.3290917,0.28092226,0.2830242,0.30311355,0.31507316,0.35245052,0.37691805,0.36291987,0.39534655,0.19200471,-0.1545761,-0.12368823,0.764222359,0.750963685,0.414705338,0.551081979,0.085788466,0.460232032
KESEM,9.198116,40.045662,27/06/2023,0.104803493,0.104803493,0.485185185,0.27736664,0.38651967,0.3290917,0.28092226,0.2830242,0.30311355,0.31507316,0.35245052,0.37691805,0.36291987,0.39534655,0.19200471,-0.1545761,-0.12368823,0.764222359,0.750963685,0.414705338,0.551081979,0.085788466,0.460232032
AWASHRIVER@ADDIS RAI,9.188908,40.125419,27/06/2023,0.128653006,0.128653006,0.455555556,0.27555904,0.3810331,0.3260178,0.2773204,0.28030968,0.30203754,0.31233948,0.3468618,0.3706136,0.3560368,0.38815755,0.18610258,-0.15230139,-0.11900299,0.761155669,0.746746337,0.412068185,0.544575431,0.08466405,0.453139853
AWASHRIVER@ADDIS RAI,9.188908,40.125419,27/06/2023,0.015115888,0.015115888,0.455555556,0.27555904,0.3810331,0.3260178,0.2773204,0.28030968,0.30203754,0.31233948,0.3468618,0.3706136,0.3560368,0.38815755,0.18610258,-0.15230139,-0.11900299,0.761155669,0.746746337,0.412068185,0.544575431,0.08466405,0.453139853
AWASHRIVER@ADDIS RAI,9.188908,40.125419,27/06/2023,0.106818945,0.106818945,0.462962963,0.27555904,0.3810331,0.3260178,0.2773204,0.28030968,0.30203754,0.31233948,0.3468618,0.3706136,0.3560368,0.38815755,0.18610258,-0.15230139,-0.11900299,0.761155669,0.746746337,0.412068185,0.544575431,0.08466405,0.453139853
DEHOSPPRING,9.166462,40.083482,27/06/2023,0.543836077,0.543836077,0.633333333,0.2756142,0.38315913,0.32683113,0.27791977,0.2803833,0.30086863,0.3122059,0.34891668,0.37325975,0.3590972,0.39140365,0.18856421,-0.15488963,-0.12309042,0.76078144,0.7471968,0.411262351,0.545973927,0.084358536,0.455593675
DEHOSPPRING,9.166462,40.083482,27/06/2023,0.533087,0.533087,0.625925926,0.2756142,0.38315913,0.32683113,0.27791977,0.2803833,0.30086863,0.3122059,0.34891668,0.37325975,0.3590972,0.39140365,0.18856421,-0.15488963,-0.12309042,0.76078144,0.7471968,0.411262351,0.545973927,0.084358536,0.455593675
DEHOSPPRING,9.166462,40.083482,27/06/2023,0.530399731,0.530399731,0.585185185,0.2756142,0.38315913,0.32683113,0.27791977,0.2803833,0.30086863,0.3122059,0.34891668,0.37325975,0.3590972,0.39140365,0.18856421,-0.15488963,-0.12309042,0.76078144,0.7471968,0.411262351,0.545973927,0.084358536,0.455593675
WARC,9.335145,40.172296,08/08/2023,0.195498824,0.195498824,0.388888889,0.24572833,0.2928143,0.24652389,0.23338655,0.23277773,0.24058081,0.2478535,0.2849584,0.30467173,0.2877421,0.3149103,0.14257483,-0.11422659,-0.105595164,0.688452873,0.68276224,0.334760509,0.441429631,0.056001857,0.370109433
WARC,9.335145,40.172296,08/08/2023,0.18911656,0.18911656,0.314814815,0.24572833,0.2928143,0.24652389,0.23338655,0.23277773,0.24058081,0.2478535,0.2849584,0.30467173,0.2877421,0.3149103,0.14257483,-0.11422659,-0.105595164,0.688452873,0.68276224,0.334760509,0.441429631,0.056001857,0.370109433
WARC,9.335145,40.172296,08/08/2023,0.189788378,0.189788378,0.466666667,0.24572833,0.2928143,0.24652389,0.23338655,0.23277773,0.24058081,0.2478535,0.2849584,0.30467173,0.2877421,0.3149103,0.14257483,-0.11422659,-0.105595164,0.688452873,0.68276224,0.334760509,0.441429631,0.056001857,0.370109433
WEIR SITE,9.206525,40.119202,08/08/2023,0.04433994,0.04433994,0.281481481,0.24138035,0.29298154,0.24131401,0.22845967,0.22729771,0.23135741,0.2417303,0.28789136,0.31019035,0.29417405,0.32240993,0.14435004,-0.12624726,-0.12824537,0.678098136,0.675098052,0.324330849,0.437868552,0.05258701,0.371756126
WEIR SITE,9.206525,40.119202,08/08/2023,0.043332214,0.043332214,0.396296296,0.24138035,0.29298154,0.24131401,0.22845967,0.22729771,0.23135741,0.2417303,0.28789136,0.31019035,0.29417405,0.32240993,0.14435004,-0.12624726,-0.12824537,0.678098136,0.675098052,0.324330849,0.437868552,0.05258701,0.371756126
WEIR SITE,9.206525,40.119202,08/08/2023,0.042324488,0.042324488,0.425925926,0.24138035,0.29298154,0.24131401,0.22845967,0.22729771,0.23135741,0.2417303,0.28789136,0.31019035,0.29417405,0.32240993,0.14435004,-0.12624726,-0.12824537,0.678098136,0.675098052,0.324330849,0.437868552,0.05258701,0.371756126
KEBENA,9.251618,40.048613,08/08/2023,0.161572052,0.161572052,0.540740741,0.24290457,0.2929229,0.24314037,0.23018683,0.22921878,0.23459075,0.24387684,0.28686318,0.30825573,0.2919193,0.3197809,0.14372772,-0.12200545,-0.12031458,0.681745986,0.677794671,0.327984865,0.439079655,0.053772606,0.371157813
KEBENA,9.251618,40.048613,08/08/2023,0.159892509,0.159892509,0.562962963,0.24290457,0.2929229,0.24314037,0.23018683,0.22921878,0.23459075,0.24387684,0.28686318,0.30825573,0.2919193,0.3197809,0.14372772,-0.12200545,-0.12031458,0.681745986,0.677794671,0.327984865,0.439079655,0.053772606,0.371157813
KEBENA,9.251618,40.048613,08/08/2023,0.161572052,0.161572052,0.57037037,0.24290457,0.2929229,0.24314037,0.23018683,0.22921878,0.23459075,0.24387684,0.28686318,0.30825573,0.2919193,0.3197809,0.14372772,-0.12200545,-0.12031458,0.681745986,0.677794671,0.327984865,0.439079655,0.053772606,0.371157813
KESEM,9.198116,40.045662,08/08/2023,0.146120255,0.146120255,0.562962963,0.24109493,0.2929925,0.24097203,0.22813627,0.226938,0.23075198,0.24132836,0.28808388,0.3105526,0.29459625,0.32290223,0.14446658,-0.12704489,-0.12972927,0.677412908,0.674591925,0.323646919,0.437646297,0.05236639,0.371870685
KESEM,9.198116,40.045662,08/08/2023,0.147127981,0.147127981,0.540740741,0.24109493,0.2929925,0.24097203,0.22813627,0.226938,0.23075198,0.24132836,0.28808388,0.3105526,0.29459625,0.32290223,0.14446658,-0.12704489,-0.12972927,0.677412908,0.674591925,0.323646919,0.437646297,0.05236639,0.371870685
KESEM,9.198116,40.045662,08/08/2023,0.148807524,0.148807524,0.548148148,0.24109493,0.2929925,0.24097203,0.22813627,0.226938,0.23075198,0.24132836,0.28808388,0.3105526,0.29459625,0.32290223,0.14446658,-0.12704489,-0.12972927,0.677412908,0.674591925,0.323646919,0.437646297,0.05236639,0.371870685
AWASHRIVER@ADDIS RAI,9.188908,40.125419,08/08/2023,0.163251596,0.163251596,0.596296296,0.24078523,0.29300442,0.24060093,0.22778533,0.22654766,0.230095,0.2408922,0.2882928,0.3109457,0.2950544,0.32343644,0.14459302,-0.12791166,-0.1313391,0.676668555,0.674042278,0.322904862,0.437406736,0.052127484,0.371995892
AWASHRIVER@ADDIS RAI,9.188908,40.125419,08/08/2023,0.162915687,0.162915687,0.611111111,0.24078523,0.29300442,0.24060093,0.22778533,0.22654766,0.230095,0.2408922,0.2882928,0.3109457,0.2950544,0.32343644,0.14459302,-0.12791166,-0.1313391,0.676668555,0.674042278,0.322904862,0.437406736,0.052127484,0.371995892
AWASHRIVER@ADDIS RAI,9.188908,40.125419,08/08/2023,0.164259321,0.164259321,0.603703704,0.24078523,0.29300442,0.24060093,0.22778533,0.22654766,0.230095,0.2408922,0.2882928,0.3109457,0.2950544,0.32343644,0.14459302,-0.12791166,-0.1313391,0.676668555,0.674042278,0.322904862,0.437406736,0.052127484,0.371995892
DEHOSPPRING,9.166462,40.083482,08/08/2023,0.63385959,0.63385959,0.781481481,0.24002615,0.29303363,0.23969139,0.2269252,0.22559094,0.22848476,0.2398232,0.28880483,0.3119091,0.2961773,0.3247457,0.14490294,-0.13004144,-0.13528296,0.674840692,0.672693198,0.321086533,0.436826686,0.051544093,0.372306683
DEHOSPPRING,9.166462,40.083482,08/08/2023,0.63385959,0.63385959,0.751851852,0.24002615,0.29303363,0.23969139,0.2269252,0.22559094,0.22848476,0.2398232,0.28880483,0.3119091,0.2961773,0.3247457,0.14490294,-0.13004144,-0.13528296,0.674840692,0.672693198,0.321086533,0.436826686,0.051544093,0.372306683
DEHOSPPRING,9.166462,40.083482,08/08/2023,0.63385959,0.63385959,0.762962963,0.24002615,0.29303363,0.23969139,0.2269252,0.22559094,0.22848476,0.2398232,0.28880483,0.3119091,0.2961773,0.3247457,0.14490294,-0.13004144,-0.13528296,0.674840692,0.672693198,0.321086533,0.436826686,0.051544093,0.372306683
WARC,9.335145,40.172296,13/08/2023,0.084648975,0.084648975,0,0.21303813,0.3070988,0.22729363,0.19282211,0.19258356,0.17885657,0.20789789,0.3087045,0.34873256,0.33878955,0.3734251,0.16075382,-0.22917607,-0.27514753,0.609654558,0.620810498,0.262827128,0.428784865,0.034444835,0.389700897
WARC,9.335145,40.172296,13/08/2023,0.083305341,0.083305341,0.122222222,0.21303813,0.3070988,0.22729363,0.19282211,0.19258356,0.17885657,0.20789789,0.3087045,0.34873256,0.33878955,0.3734251,0.16075382,-0.22917607,-0.27514753,0.609654558,0.620810498,0.262827128,0.428784865,0.034444835,0.389700897
WARC,9.335145,40.172296,13/08/2023,0.083977158,0.083977158,0.281481481,0.21303813,0.3070988,0.22729363,0.19282211,0.19258356,0.17885657,0.20789789,0.3087045,0.34873256,0.33878955,0.3734251,0.16075382,-0.22917607,-0.27514753,0.609654558,0.620810498,0.262827128,0.428784865,0.034444835,0.389700897
WEIR SITE,9.206525,40.119202,13/08/2023,0.009069533,0.009069533,0.022222222,0.2142592,0.30901006,0.22862089,0.19387862,0.19400638,0.17990245,0.20950122,0.31309506,0.35443977,0.34395525,0.37951988,0.16087592,-0.22862807,-0.27873525,0.611376374,0.622804146,0.264581496,0.433945366,0.034902222,0.394897062
WEIR SITE,9.206525,40.119202,13/08/2023,0,0,0.096296296,0.2142592,0.30901006,0.22862089,0.19387862,0.19400638,0.17990245,0.20950122,0.31309506,0.35443977,0.34395525,0.37951988,0.16087592,-0.22862807,-0.27873525,0.611376374,0.622804146,0.264581496,0.433945366,0.034902222,0.394897062
WEIR SITE,9.206525,40.119202,13/08/2023,0.001007726,0.001007726,0.162962963,0.2142592,0.30901006,0.22862089,0.19387862,0.19400638,0.17990245,0.20950122,0.31309506,0.35443977,0.34395525,0.37951988,0.16087592,-0.22862807,-0.27873525,0.611376374,0.622804146,0.264581496,0.433945366,0.034902222,0.394897062
KEBENA,9.251618,40.048613,13/08/2023,0.092710783,0.092710783,0.166666667,0.21588112,0.3115487,0.23038383,0.19528192,0.19589625,0.18129165,0.21163087,0.3189269,0.36202043,0.35081664,0.38761532,0.16103812,-0.22791134,-0.28336698,0.613655911,0.625442384,0.266911982,0.440810979,0.035514355,0.401805494
KEBENA,9.251618,40.048613,13/08/2023,0.067181727,0.067181727,0.266666667,0.21588112,0.3115487,0.23038383,0.19528192,0.19589625,0.18129165,0.21163087,0.3189269,0.36202043,0.35081664,0.38761532,0.16103812,-0.22791134,-0.28336698,0.613655911,0.625442384,0.266911982,0.440810979,0.035514355,0.401805494
KEBENA,9.251618,40.048613,13/08/2023,0.072556265,0.072556265,0.237037037,0.21588112,0.3115487,0.23038383,0.19528192,0.19589625,0.18129165,0.21163087,0.3189269,0.36202043,0.35081664,0.38761532,0.16103812,-0.22791134,-0.28336698,0.613655911,0.625442384,0.266911982,0.440810979,0.035514355,0.401805494
KESEM,9.198116,40.045662,13/08/2023,0.111521666,0.111521666,0.259259259,0.2159493,0.31165543,0.23045793,0.19534092,0.1959757,0.18135005,0.21172039,0.31917205,0.3623391,0.35110506,0.38795564,0.16104493,-0.22788146,-0.28355843,0.613751553,0.625553053,0.26700996,0.441099858,0.035540204,0.402096062
KESEM,9.198116,40.045662,13/08/2023,0.097077595,0.097077595,0.248148148,0.2159493,0.31165543,0.23045793,0.19534092,0.1959757,0.18135005,0.21172039,0.31917205,0.3623391,0.35110506,0.38795564,0.16104493,-0.22788146,-0.28355843,0.613751553,0.625553053,0.26700996,0.441099858,0.035540204,0.402096062
KESEM,9.198116,40.045662,13/08/2023,0.067853544,0.067853544,0.277777778,0.2159493,0.31165543,0.23045793,0.19534092,0.1959757,0.18135005,0.21172039,0.31917205,0.3623391,0.35110506,0.38795564,0.16104493,-0.22788146,-0.28355843,0.613751553,0.625553053,0.26700996,0.441099858,0.035540204,0.402096062
AWASHRIVER@ADDIS RAI,9.188908,40.125419,13/08/2023,0.07121263,0.07121263,0.281481481,0.21411458,0.30878368,0.22846368,0.19375348,0.19383785,0.17977858,0.20931132,0.31257504,0.3537638,0.3433434,0.37879798,0.16086146,-0.2286926,-0.27831492,0.61117269,0.622568335,0.264373692,0.433333756,0.034847893,0.394281381
AWASHRIVER@ADDIS RAI,9.188908,40.125419,13/08/2023,0.069197178,0.069197178,0.314814815,0.21411458,0.30878368,0.22846368,0.19375348,0.19383785,0.17977858,0.20931132,0.31257504,0.3537638,0.3433434,0.37879798,0.16086146,-0.2286926,-0.27831492,0.61117269,0.622568335,0.264373692,0.433333756,0.034847893,0.394281381
AWASHRIVER@ADDIS RAI,9.188908,40.125419,13/08/2023,0.070876722,0.070876722,0.362962963,0.21411458,0.30878368,0.22846368,0.19375348,0.19383785,0.17977858,0.20931132,0.31257504,0.3537638,0.3433434,0.37879798,0.16086146,-0.2286926,-0.27831492,0.61117269,0.622568335,0.264373692,0.433333756,0.034847893,0.394281381
DEHOSPPRING,9.166462,40.083482,13/08/2023,0.600268727,0.600268727,0.47037037,0.21507946,0.31029394,0.22951245,0.19458832,0.19496216,0.18060501,0.21057825,0.31604442,0.35827357,0.34742528,0.383614,0.16095795,-0.228264,-0.28109634,0.612530267,0.62413979,0.265760066,0.43741598,0.035211142,0.398389972
DEHOSPPRING,9.166462,40.083482,13/08/2023,0.640577763,0.640577763,0.462962963,0.21507946,0.31029394,0.22951245,0.19458832,0.19496216,0.18060501,0.21057825,0.31604442,0.35827357,0.34742528,0.383614,0.16095795,-0.228264,-0.28109634,0.612530267,0.62413979,0.265760066,0.43741598,0.035211142,0.398389972
DEHOSPPRING,9.166462,40.083482,13/08/2023,0.63385959,0.63385959,0.433333333,0.21507946,0.31029394,0.22951245,0.19458832,0.19496216,0.18060501,0.21057825,0.31604442,0.35827357,0.34742528,0.383614,0.16095795,-0.228264,-0.28109634,0.612530267,0.62413979,0.265760066,0.43741598,0.035211142,0.398389972
WARC,9.335145,40.172296,18/08/2023,0.080282163,0.080282163,0.481481481,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
WARC,9.335145,40.172296,18/08/2023,0.079274437,0.079274437,0.462962963,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
WARC,9.335145,40.172296,18/08/2023,0.080618072,0.080618072,0.47037037,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
WEIR SITE,9.206525,40.119202,18/08/2023,0.005710447,0.005710447,0.444444444,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
WEIR SITE,9.206525,40.119202,18/08/2023,0.00738999,0.00738999,0.407407407,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
WEIR SITE,9.206525,40.119202,18/08/2023,0.006718173,0.006718173,0.437037037,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
KEBENA,9.251618,40.048613,18/08/2023,0.061135371,0.061135371,0.47037037,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
KEBENA,9.251618,40.048613,18/08/2023,0.060463554,0.060463554,0.466666667,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
KEBENA,9.251618,40.048613,18/08/2023,0.060463554,0.060463554,0.481481481,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
KESEM,9.198116,40.045662,18/08/2023,0.146792073,0.146792073,0.52962963,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
KESEM,9.198116,40.045662,18/08/2023,0.147127981,0.147127981,0.533333333,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
KESEM,9.198116,40.045662,18/08/2023,0.149143433,0.149143433,0.548148148,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
AWASHRIVER@ADDIS RAI,9.188908,40.125419,18/08/2023,0.058784011,0.058784011,0.5,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
AWASHRIVER@ADDIS RAI,9.188908,40.125419,18/08/2023,0.059119919,0.059119919,0.492592593,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
AWASHRIVER@ADDIS RAI,9.188908,40.125419,18/08/2023,0.057776285,0.057776285,0.485185185,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
DEHOSPPRING,9.166462,40.083482,18/08/2023,0.711118576,0.711118576,0.781481481,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
DEHOSPPRING,9.166462,40.083482,18/08/2023,0.701041317,0.701041317,0.774074074,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
DEHOSPPRING,9.166462,40.083482,18/08/2023,0.704400403,0.704400403,0.77037037,0.2659,0.3167,0.2501,0.2469,0.2399,0.2337,0.2552,0.3234,0.355,0.3484,0.3781,0.2018,-0.13798063,-0.18442972,0.693253211,0.697710542,0.334914467,0.483270377,0.05606463,0.423006577
Beseka  uper,8.90574,39.8977,19/06/2018,0.090422505,0.118343195,0.317164179,0.1485407,0.2742403,0.20964456,0.16005634,0.16119097,0.17177944,0.18429968,0.23301108,0.26118657,0.25201187,0.28241813,0.063274555,-0.2596261,-0.21979736,0.576051887,0.566786829,0.235564651,0.344964759,0.027689295,0.299152987
Beseka  out  gate,8.888565,39.917802,01/03/2019,0.708664191,0.881656805,0.779850746,0.1289545,0.26275203,0.20093837,0.115424186,0.11704418,0.13275231,0.14427711,0.18257675,0.20788853,0.20158394,0.23047876,0.06055077,-0.38364744,-0.2653242,0.498173163,0.482149735,0.176981686,0.268251003,0.015537886,0.233099601
Beseka  middle,8.89731,39.90717,01/03/2019,0.708664191,0.881656805,0.776119403,0.1289393,0.26312882,0.2011963,0.11549602,0.11721492,0.13285755,0.1445785,0.18344514,0.20896266,0.20267312,0.23163222,0.061138567,-0.38363692,-0.26715034,0.498350844,0.482401218,0.177173544,0.269196692,0.015572886,0.234127597
Beseka  uper,8.90574,39.8977,01/03/2019,0.200859102,0.263313609,0.563432836,0.12892456,0.26344803,0.20138995,0.11555965,0.11736784,0.13294089,0.14484501,0.1842419,0.2099485,0.2036728,0.23268804,0.061691817,-0.38359794,-0.26882875,0.498498286,0.482625625,0.177337221,0.270057583,0.015602985,0.235069816
Beseka  out  gate,8.888565,39.917802,19/04/2019,0.662931245,0.881656805,0.802238806,0.1289545,0.26275203,0.20093837,0.115424186,0.11704418,0.13275231,0.14427711,0.18257675,0.20788853,0.20158394,0.23047876,0.06055077,-0.38364744,-0.2653242,0.498173163,0.482149735,0.176981686,0.268251003,0.015537886,0.233099601
Beseka  middle,8.89731,39.90717,19/04/2019,0.652768368,0.866863905,0.802238806,0.1289393,0.26312882,0.2011963,0.11549602,0.11721492,0.13285755,0.1445785,0.18344514,0.20896266,0.20267312,0.23163222,0.061138567,-0.38363692,-0.26715034,0.498350844,0.482401218,0.177173544,0.269196692,0.015572886,0.234127597
Beseka  uper,8.90574,39.8977,19/04/2019,0.146995854,0.195266272,0.503731343,0.12892456,0.26344803,0.20138995,0.11555965,0.11736784,0.13294089,0.14484501,0.1842419,0.2099485,0.2036728,0.23268804,0.061691817,-0.38359794,-0.26882875,0.498498286,0.482625625,0.177337221,0.270057583,0.015602985,0.235069816
Beseka  out  gate,8.888565,39.917802,19/04/2020,0.131429714,0.177514793,0.496268657,0.14404733,0.2997104,0.23110603,0.12417082,0.127352,0.1468547,0.16228752,0.20267914,0.22863017,0.22457844,0.2547282,0.08246996,-0.40359065,-0.27626607,0.52060111,0.501520505,0.194383215,0.29701904,0.018702239,0.258174374
Beseka  middle,8.89731,39.90717,19/04/2020,0.61211686,0.822485207,0.96641791,0.14360519,0.30002597,0.23145857,0.12419555,0.12743773,0.14703692,0.16251488,0.20285608,0.2288042,0.22478034,0.25491163,0.082644865,-0.40374947,-0.2763703,0.520799845,0.50163062,0.194577057,0.297298555,0.018738052,0.258392286
Beseka  uper,8.90574,39.8977,19/04/2020,0.61211686,0.822485207,0.970149254,0.14320365,0.30030692,0.23176034,0.12421741,0.1275166,0.14719765,0.16272153,0.20302989,0.2289776,0.22497854,0.25509244,0.08282643,-0.40388224,-0.27649158,0.520975107,0.501731014,0.194750175,0.297561712,0.018770143,0.258603605
WEIR SITE,9.206525,40.119202,19/04/2020,0.095317624,0.127218935,0.305970149,0.15070377,0.28828755,0.2247678,0.13378085,0.13960405,0.16249017,0.17453176,0.210692,0.235197,0.22648743,0.2570297,0.07791558,-0.34747937,-0.23732696,0.544307841,0.522862218,0.214224991,0.311751346,0.022684285,0.266056094
DEHOSPPRING,9.166462,40.083482,19/04/2020,0.322339359,0.431952663,0.52238806,0.14927578,0.29039523,0.2254814,0.13192555,0.13731727,0.1593922,0.17226616,0.20965932,0.23451622,0.22669235,0.2571316,0.07961752,-0.3578992,-0.24552944,0.53973859,0.518886137,0.210385132,0.309275484,0.0218873,0.265038589
KESEM,9.335145,40.172296,19/04/2020,0.041369685,0.056213018,0.298507463,0.15288582,0.28394812,0.22443001,0.13876821,0.14592208,0.17137969,0.18131362,0.21384558,0.23737854,0.2264422,0.25719967,0.07370776,-0.32108772,-0.2162402,0.556909235,0.533563764,0.225087205,0.319280944,0.02500808,0.269386942
